,AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
50090,17.0,1.0,14.0,5.0,20.0,Female,0.0
85121,60.0,3.0,21.0,1.0,40.0,Female,0.0
24339,56.0,1.0,20.0,1.0,55.0,Female,0.0
33964,24.0,2.0,21.0,1.0,10.0,Female,0.0
52540,36.0,1.0,20.0,5.0,52.0,Female,0.0
97238,18.0,1.0,16.0,5.0,23.0,Female,0.0
52457,59.0,2.0,22.0,1.0,50.0,Female,0.0
15230,55.0,1.0,1.0,3.0,40.0,Female,0.0
49390,39.0,6.0,12.0,1.0,60.0,Female,0.0
32781,45.0,1.0,9.0,1.0,25.0,Female,0.0
100680,29.0,1.0,16.0,1.0,38.0,Female,0.0
60842,64.0,1.0,16.0,1.0,40.0,Female,0.0
65292,53.0,6.0,22.0,1.0,20.0,Female,0.0
60129,27.0,4.0,20.0,5.0,40.0,Female,0.0
7663,63.0,6.0,6.0,4.0,10.0,Female,0.0
68555,33.0,2.0,22.0,1.0,40.0,Female,0.0
91691,34.0,1.0,21.0,1.0,40.0,Female,0.0
56995,21.0,5.0,16.0,4.0,40.0,Female,0.0
33738,24.0,1.0,19.0,5.0,40.0,Female,0.0
78662,41.0,3.0,21.0,1.0,30.0,Female,0.0
96653,24.0,1.0,22.0,5.0,60.0,Female,0.0
77823,60.0,1.0,21.0,1.0,40.0,Female,0.0
3995,41.0,1.0,16.0,1.0,40.0,Female,0.0
64575,51.0,8.0,9.0,1.0,60.0,Female,0.0
23962,22.0,1.0,16.0,5.0,40.0,Female,0.0
61858,34.0,1.0,19.0,4.0,35.0,Female,0.0
58649,38.0,1.0,21.0,1.0,40.0,Female,0.0
8203,38.0,6.0,20.0,1.0,20.0,Female,0.0
101313,56.0,1.0,20.0,1.0,48.0,Female,0.0
87784,55.0,3.0,21.0,1.0,40.0,Female,0.0
69146,19.0,1.0,18.0,5.0,20.0,Female,0.0
40362,34.0,1.0,16.0,1.0,40.0,Female,0.0
24492,34.0,6.0,9.0,1.0,25.0,Female,0.0
96083,39.0,7.0,21.0,1.0,30.0,Female,0.0
82963,20.0,1.0,20.0,5.0,20.0,Female,0.0
54235,27.0,1.0,19.0,1.0,34.0,Female,0.0
65582,59.0,1.0,21.0,3.0,40.0,Female,0.0
17094,50.0,2.0,21.0,1.0,35.0,Female,0.0
85441,34.0,1.0,16.0,3.0,20.0,Female,0.0
66074,26.0,1.0,16.0,5.0,40.0,Female,0.0
43543,57.0,1.0,13.0,1.0,35.0,Female,0.0
100264,33.0,3.0,21.0,5.0,35.0,Female,0.0
75671,63.0,1.0,19.0,3.0,40.0,Female,0.0
61136,27.0,5.0,20.0,5.0,48.0,Female,0.0
74665,55.0,1.0,16.0,5.0,40.0,Female,0.0
68329,52.0,1.0,16.0,5.0,40.0,Female,0.0
52241,53.0,2.0,16.0,1.0,17.0,Female,0.0
45304,35.0,1.0,20.0,1.0,40.0,Female,0.0
16844,39.0,5.0,21.0,3.0,27.0,Female,0.0
17171,60.0,1.0,10.0,1.0,25.0,Female,0.0
30845,38.0,2.0,22.0,1.0,60.0,Female,0.0
50136,61.0,1.0,16.0,1.0,30.0,Female,0.0
75715,41.0,2.0,21.0,1.0,20.0,Female,0.0
31967,31.0,1.0,18.0,5.0,36.0,Female,0.0
86912,17.0,1.0,14.0,5.0,8.0,Female,0.0
100268,62.0,7.0,21.0,1.0,20.0,Female,0.0
74009,77.0,3.0,16.0,1.0,6.0,Female,0.0
100894,70.0,1.0,16.0,1.0,16.0,Female,0.0
42740,25.0,2.0,21.0,5.0,35.0,Female,0.0
65106,20.0,1.0,19.0,5.0,25.0,Female,0.0
36949,19.0,2.0,16.0,5.0,35.0,Female,0.0
75820,35.0,1.0,22.0,1.0,8.0,Female,0.0
5968,35.0,1.0,19.0,5.0,40.0,Female,0.0
79105,24.0,1.0,20.0,5.0,5.0,Female,0.0
98817,59.0,6.0,16.0,3.0,24.0,Female,0.0
99368,55.0,4.0,18.0,1.0,40.0,Female,0.0
17944,53.0,1.0,19.0,1.0,40.0,Female,0.0
52123,42.0,7.0,19.0,5.0,25.0,Female,0.0
45573,67.0,3.0,16.0,3.0,40.0,Female,0.0
19425,72.0,1.0,11.0,2.0,15.0,Female,0.0
82698,37.0,3.0,15.0,1.0,7.0,Female,0.0
98880,40.0,5.0,21.0,5.0,32.0,Female,0.0
7914,27.0,1.0,20.0,1.0,42.0,Female,0.0
55184,61.0,1.0,19.0,1.0,8.0,Female,0.0
36303,54.0,2.0,17.0,2.0,35.0,Female,0.0
56667,74.0,2.0,22.0,5.0,40.0,Female,0.0
99360,30.0,1.0,19.0,1.0,24.0,Female,0.0
89870,19.0,1.0,19.0,5.0,20.0,Female,0.0
46291,64.0,6.0,21.0,3.0,20.0,Female,0.0
83236,72.0,1.0,16.0,1.0,15.0,Female,0.0
88666,50.0,4.0,16.0,1.0,30.0,Female,0.0
5387,62.0,3.0,20.0,5.0,35.0,Female,0.0
55417,56.0,1.0,11.0,1.0,40.0,Female,0.0
5218,31.0,2.0,18.0,5.0,40.0,Female,0.0
8767,17.0,1.0,13.0,5.0,30.0,Female,0.0
2380,19.0,1.0,18.0,5.0,40.0,Female,0.0
61208,71.0,3.0,16.0,2.0,16.0,Female,0.0
95728,40.0,6.0,9.0,1.0,30.0,Female,0.0
83735,24.0,1.0,14.0,5.0,40.0,Female,0.0
25040,39.0,1.0,21.0,1.0,25.0,Female,0.0
4409,75.0,1.0,22.0,3.0,50.0,Female,0.0
71298,75.0,6.0,21.0,3.0,1.0,Female,0.0
91224,20.0,1.0,19.0,5.0,49.0,Female,0.0
75743,70.0,2.0,21.0,1.0,30.0,Female,0.0
19219,24.0,2.0,22.0,5.0,40.0,Female,0.0
11134,56.0,1.0,16.0,1.0,26.0,Female,0.0
60956,41.0,1.0,19.0,5.0,30.0,Female,0.0
33224,19.0,1.0,18.0,5.0,40.0,Female,0.0
79516,32.0,2.0,22.0,1.0,43.0,Female,0.0
49628,29.0,1.0,21.0,5.0,37.0,Female,0.0
6342,56.0,1.0,23.0,1.0,35.0,Female,0.0
1429,19.0,4.0,19.0,5.0,8.0,Female,0.0
76911,48.0,1.0,16.0,1.0,38.0,Female,0.0
58775,31.0,1.0,21.0,5.0,20.0,Female,0.0
48532,52.0,1.0,20.0,1.0,35.0,Female,0.0
92661,44.0,3.0,22.0,1.0,35.0,Female,0.0
67983,45.0,1.0,16.0,1.0,40.0,Female,0.0
34039,49.0,2.0,16.0,1.0,40.0,Female,0.0
75016,23.0,1.0,21.0,5.0,60.0,Female,0.0
47991,61.0,2.0,22.0,1.0,20.0,Female,0.0
101621,61.0,4.0,16.0,5.0,8.0,Female,0.0
38977,24.0,1.0,21.0,5.0,40.0,Female,0.0
94029,57.0,7.0,21.0,1.0,40.0,Female,0.0
82761,61.0,7.0,16.0,1.0,4.0,Female,0.0
36070,20.0,1.0,15.0,5.0,10.0,Female,0.0
17584,34.0,1.0,20.0,1.0,40.0,Female,0.0
44824,21.0,1.0,19.0,5.0,45.0,Female,0.0
92528,27.0,6.0,14.0,5.0,30.0,Female,0.0
95329,58.0,7.0,21.0,1.0,25.0,Female,0.0
44114,63.0,3.0,16.0,2.0,45.0,Female,0.0
96404,22.0,1.0,21.0,5.0,40.0,Female,0.0
1700,20.0,1.0,19.0,5.0,20.0,Female,0.0
61114,25.0,2.0,17.0,5.0,30.0,Female,0.0
74717,21.0,1.0,21.0,5.0,30.0,Female,0.0
86648,47.0,3.0,20.0,1.0,30.0,Female,0.0
9893,52.0,6.0,18.0,5.0,30.0,Female,0.0
68819,35.0,6.0,16.0,5.0,35.0,Female,0.0
13585,32.0,1.0,20.0,1.0,3.0,Female,0.0
3729,21.0,1.0,19.0,5.0,38.0,Female,0.0
50821,52.0,1.0,1.0,1.0,20.0,Female,0.0
28689,32.0,1.0,15.0,5.0,45.0,Female,0.0
102553,55.0,1.0,19.0,1.0,35.0,Female,0.0
93921,25.0,1.0,21.0,5.0,30.0,Female,0.0
68807,36.0,1.0,20.0,2.0,21.0,Female,0.0
5130,23.0,1.0,19.0,5.0,38.0,Female,0.0
33197,36.0,1.0,20.0,1.0,38.0,Female,0.0
76311,56.0,2.0,20.0,1.0,40.0,Female,0.0
99358,32.0,2.0,19.0,5.0,35.0,Female,0.0
44917,44.0,1.0,16.0,1.0,35.0,Female,0.0
5091,52.0,4.0,20.0,1.0,35.0,Female,0.0
56259,67.0,3.0,20.0,1.0,35.0,Female,0.0
10967,56.0,6.0,19.0,1.0,20.0,Female,0.0
53406,19.0,1.0,19.0,5.0,25.0,Female,0.0
4159,45.0,7.0,21.0,1.0,30.0,Female,0.0
61728,58.0,3.0,16.0,1.0,25.0,Female,0.0
23194,39.0,1.0,20.0,5.0,40.0,Female,0.0
76735,21.0,1.0,17.0,5.0,30.0,Female,0.0
98925,30.0,1.0,16.0,1.0,38.0,Female,0.0
98439,61.0,1.0,20.0,1.0,35.0,Female,0.0
96804,40.0,1.0,20.0,1.0,40.0,Female,0.0
12842,59.0,1.0,19.0,1.0,18.0,Female,0.0
6734,55.0,1.0,20.0,1.0,50.0,Female,0.0
42331,28.0,4.0,21.0,5.0,40.0,Female,0.0
88726,41.0,1.0,1.0,1.0,32.0,Female,0.0
65963,57.0,6.0,22.0,1.0,10.0,Female,0.0
53982,32.0,2.0,21.0,1.0,32.0,Female,0.0
94463,22.0,3.0,20.0,5.0,40.0,Female,0.0
16896,19.0,2.0,19.0,5.0,40.0,Female,0.0
84365,42.0,1.0,16.0,1.0,70.0,Female,0.0
11009,46.0,1.0,16.0,4.0,45.0,Female,0.0
53844,20.0,1.0,19.0,5.0,25.0,Female,0.0
36988,55.0,1.0,19.0,1.0,40.0,Female,0.0
64827,37.0,1.0,21.0,5.0,45.0,Female,0.0
23175,27.0,4.0,22.0,5.0,10.0,Female,0.0
82287,21.0,1.0,16.0,5.0,25.0,Female,0.0
9317,22.0,1.0,21.0,5.0,45.0,Female,0.0
84511,23.0,1.0,21.0,5.0,50.0,Female,0.0
16557,63.0,6.0,22.0,1.0,20.0,Female,0.0
61805,57.0,3.0,22.0,1.0,4.0,Female,0.0
85766,46.0,1.0,20.0,1.0,16.0,Female,0.0
44248,30.0,2.0,18.0,1.0,50.0,Female,0.0
62424,36.0,2.0,22.0,4.0,35.0,Female,0.0
92931,19.0,1.0,19.0,5.0,24.0,Female,0.0
72348,71.0,6.0,21.0,1.0,18.0,Female,0.0
8532,55.0,1.0,16.0,1.0,40.0,Female,0.0
47308,67.0,1.0,16.0,3.0,40.0,Female,0.0
39102,46.0,6.0,17.0,5.0,6.0,Female,0.0
13877,53.0,1.0,21.0,1.0,35.0,Female,0.0
4306,19.0,1.0,19.0,5.0,10.0,Female,0.0
37923,48.0,1.0,18.0,1.0,40.0,Female,0.0
21535,60.0,1.0,19.0,1.0,25.0,Female,0.0
34931,54.0,6.0,16.0,1.0,50.0,Female,0.0
53364,56.0,6.0,21.0,1.0,24.0,Female,0.0
24689,48.0,1.0,22.0,4.0,43.0,Female,0.0
38237,21.0,1.0,19.0,1.0,40.0,Female,0.0
36053,55.0,1.0,16.0,3.0,40.0,Female,0.0
14225,65.0,1.0,19.0,3.0,40.0,Female,0.0
22940,27.0,4.0,21.0,1.0,40.0,Female,0.0
36658,36.0,1.0,14.0,5.0,35.0,Female,0.0
89612,57.0,1.0,1.0,4.0,20.0,Female,0.0
20263,31.0,4.0,18.0,1.0,40.0,Female,0.0
102169,63.0,1.0,19.0,1.0,40.0,Female,0.0
4619,53.0,1.0,18.0,1.0,40.0,Female,0.0
30755,71.0,1.0,16.0,2.0,32.0,Female,0.0
63299,49.0,1.0,11.0,1.0,37.0,Female,0.0
64511,19.0,1.0,19.0,5.0,37.0,Female,0.0
22423,24.0,1.0,19.0,1.0,40.0,Female,0.0
92182,44.0,3.0,20.0,5.0,37.0,Female,0.0
87015,31.0,2.0,22.0,1.0,30.0,Female,0.0
102699,26.0,1.0,21.0,5.0,40.0,Female,0.0
55967,52.0,3.0,14.0,5.0,8.0,Female,0.0
31012,23.0,2.0,20.0,5.0,20.0,Female,0.0
57076,28.0,2.0,19.0,5.0,40.0,Female,0.0
61685,74.0,2.0,20.0,2.0,30.0,Female,0.0
8462,72.0,1.0,16.0,2.0,36.0,Female,0.0
100931,50.0,3.0,21.0,1.0,35.0,Female,0.0
52398,43.0,1.0,16.0,1.0,40.0,Female,0.0
50130,55.0,3.0,20.0,1.0,30.0,Female,0.0
91616,68.0,1.0,21.0,1.0,40.0,Female,0.0
72401,60.0,1.0,21.0,3.0,15.0,Female,0.0
78326,52.0,2.0,20.0,1.0,45.0,Female,0.0
58209,65.0,1.0,22.0,1.0,10.0,Female,0.0
52183,18.0,1.0,16.0,5.0,20.0,Female,0.0
62534,42.0,2.0,21.0,1.0,40.0,Female,0.0
32869,49.0,1.0,16.0,1.0,45.0,Female,0.0
69000,70.0,1.0,21.0,1.0,35.0,Female,0.0
90388,49.0,1.0,8.0,3.0,20.0,Female,0.0
32364,28.0,2.0,16.0,1.0,20.0,Female,0.0
48838,31.0,1.0,16.0,1.0,40.0,Female,0.0
96027,52.0,6.0,20.0,1.0,30.0,Female,0.0
88038,27.0,1.0,22.0,5.0,35.0,Female,0.0
99069,45.0,2.0,21.0,1.0,4.0,Female,0.0
9852,47.0,1.0,16.0,3.0,20.0,Female,0.0
59100,26.0,1.0,22.0,1.0,40.0,Female,0.0
67908,64.0,2.0,20.0,1.0,32.0,Female,0.0
34776,20.0,6.0,19.0,5.0,20.0,Female,0.0
48020,34.0,3.0,19.0,1.0,30.0,Female,0.0
16011,49.0,1.0,20.0,1.0,40.0,Female,0.0
41305,47.0,1.0,22.0,1.0,40.0,Female,0.0
98470,40.0,5.0,20.0,1.0,40.0,Female,0.0
1560,21.0,1.0,21.0,5.0,12.0,Female,0.0
442,20.0,1.0,16.0,5.0,8.0,Female,0.0
17431,49.0,3.0,16.0,1.0,40.0,Female,0.0
60304,33.0,1.0,19.0,1.0,45.0,Female,0.0
68516,22.0,2.0,21.0,5.0,50.0,Female,0.0
76193,42.0,1.0,21.0,5.0,40.0,Female,0.0
93003,58.0,4.0,17.0,1.0,40.0,Female,0.0
52799,24.0,2.0,21.0,5.0,20.0,Female,0.0
85628,29.0,1.0,23.0,5.0,55.0,Female,0.0
76446,54.0,4.0,18.0,1.0,40.0,Female,0.0
77545,23.0,1.0,21.0,5.0,25.0,Female,0.0
37929,62.0,1.0,13.0,1.0,7.0,Female,0.0
102114,48.0,1.0,22.0,5.0,30.0,Female,0.0
30496,37.0,1.0,8.0,2.0,60.0,Female,0.0
87445,21.0,1.0,18.0,5.0,40.0,Female,0.0
41726,34.0,5.0,21.0,1.0,50.0,Female,0.0
70309,34.0,1.0,19.0,1.0,40.0,Female,0.0
61151,37.0,1.0,20.0,5.0,99.0,Female,0.0
62885,37.0,1.0,19.0,5.0,30.0,Female,0.0
100550,26.0,1.0,21.0,5.0,40.0,Female,0.0
44187,55.0,1.0,20.0,1.0,45.0,Female,0.0
88574,37.0,1.0,19.0,1.0,40.0,Female,0.0
84417,47.0,1.0,21.0,1.0,40.0,Female,0.0
84200,27.0,1.0,22.0,5.0,45.0,Female,0.0
54062,60.0,3.0,20.0,1.0,35.0,Female,0.0
55759,37.0,1.0,19.0,1.0,20.0,Female,0.0
40931,36.0,6.0,16.0,1.0,40.0,Female,0.0
77088,23.0,1.0,20.0,5.0,48.0,Female,0.0
3605,18.0,1.0,18.0,5.0,21.0,Female,0.0
54042,24.0,1.0,20.0,5.0,35.0,Female,0.0
71761,50.0,1.0,19.0,3.0,48.0,Female,0.0
83544,41.0,6.0,16.0,1.0,40.0,Female,0.0
8815,30.0,1.0,21.0,5.0,40.0,Female,0.0
47051,20.0,1.0,16.0,5.0,40.0,Female,0.0
10623,48.0,7.0,19.0,3.0,35.0,Female,0.0
17139,50.0,6.0,24.0,1.0,40.0,Female,0.0
86477,26.0,1.0,22.0,5.0,30.0,Female,0.0
39324,30.0,1.0,20.0,1.0,27.0,Female,0.0
78800,34.0,3.0,22.0,4.0,40.0,Female,0.0
50287,61.0,3.0,21.0,1.0,40.0,Female,0.0
35771,61.0,1.0,16.0,1.0,20.0,Female,0.0
9166,60.0,2.0,20.0,1.0,40.0,Female,0.0
45458,22.0,1.0,19.0,5.0,20.0,Female,0.0
63685,41.0,2.0,16.0,5.0,6.0,Female,0.0
30331,48.0,2.0,16.0,3.0,50.0,Female,0.0
63407,52.0,1.0,16.0,1.0,40.0,Female,0.0
97371,35.0,1.0,21.0,1.0,25.0,Female,0.0
48511,58.0,6.0,16.0,1.0,50.0,Female,0.0
65500,38.0,1.0,16.0,4.0,40.0,Female,0.0
74726,46.0,6.0,22.0,1.0,18.0,Female,0.0
36652,21.0,1.0,20.0,5.0,12.0,Female,0.0
52914,48.0,1.0,21.0,1.0,40.0,Female,0.0
90464,25.0,1.0,21.0,5.0,40.0,Female,0.0
2997,20.0,1.0,19.0,5.0,35.0,Female,0.0
73814,25.0,2.0,21.0,1.0,2.0,Female,0.0
67518,61.0,1.0,21.0,2.0,50.0,Female,0.0
42482,54.0,1.0,16.0,1.0,40.0,Female,0.0
96675,57.0,5.0,21.0,1.0,8.0,Female,0.0
1410,21.0,1.0,19.0,5.0,58.0,Female,0.0
97602,18.0,1.0,19.0,5.0,35.0,Female,0.0
10513,17.0,1.0,16.0,5.0,20.0,Female,0.0
18986,33.0,1.0,19.0,1.0,40.0,Female,0.0
67706,85.0,2.0,15.0,2.0,15.0,Female,0.0
8236,56.0,1.0,6.0,1.0,16.0,Female,0.0
66239,66.0,6.0,19.0,3.0,10.0,Female,0.0
85578,19.0,1.0,19.0,5.0,45.0,Female,0.0
19289,63.0,7.0,20.0,1.0,40.0,Female,0.0
29478,41.0,1.0,21.0,1.0,34.0,Female,0.0
101849,36.0,2.0,22.0,1.0,38.0,Female,0.0
65028,54.0,7.0,16.0,3.0,50.0,Female,0.0
58759,49.0,1.0,20.0,1.0,24.0,Female,0.0
1612,43.0,8.0,20.0,5.0,40.0,Female,0.0
6704,56.0,3.0,19.0,1.0,35.0,Female,0.0
82887,31.0,1.0,15.0,5.0,35.0,Female,0.0
24470,32.0,1.0,16.0,1.0,40.0,Female,0.0
18051,63.0,1.0,18.0,3.0,42.0,Female,0.0
76174,39.0,1.0,19.0,1.0,40.0,Female,0.0
96091,30.0,2.0,16.0,5.0,40.0,Female,0.0
63175,28.0,1.0,19.0,5.0,20.0,Female,0.0
88970,36.0,1.0,24.0,1.0,40.0,Female,0.0
30567,58.0,1.0,16.0,2.0,40.0,Female,0.0
11161,23.0,1.0,17.0,5.0,40.0,Female,0.0
86554,67.0,1.0,19.0,2.0,18.0,Female,0.0
68570,48.0,1.0,15.0,1.0,30.0,Female,0.0
28851,40.0,1.0,16.0,5.0,35.0,Female,0.0
87878,40.0,1.0,22.0,1.0,20.0,Female,0.0
39377,50.0,4.0,16.0,1.0,40.0,Female,0.0
14821,26.0,1.0,18.0,5.0,25.0,Female,0.0
11144,35.0,1.0,16.0,3.0,40.0,Female,0.0
5151,49.0,1.0,21.0,1.0,40.0,Female,0.0
33070,61.0,7.0,19.0,4.0,50.0,Female,0.0
4783,56.0,4.0,13.0,1.0,40.0,Female,0.0
38719,64.0,1.0,21.0,1.0,35.0,Female,0.0
38786,28.0,1.0,19.0,5.0,18.0,Female,0.0
44388,54.0,5.0,18.0,1.0,40.0,Female,0.0
68373,51.0,1.0,16.0,4.0,8.0,Female,0.0
59364,61.0,1.0,16.0,1.0,31.0,Female,0.0
61123,17.0,1.0,13.0,5.0,30.0,Female,0.0
29660,36.0,1.0,15.0,5.0,52.0,Female,0.0
102633,53.0,4.0,20.0,1.0,40.0,Female,0.0
98374,36.0,1.0,16.0,3.0,40.0,Female,0.0
71509,50.0,1.0,16.0,2.0,40.0,Female,0.0
18443,57.0,6.0,16.0,3.0,35.0,Female,0.0
20742,28.0,1.0,19.0,5.0,36.0,Female,0.0
64095,23.0,1.0,17.0,5.0,40.0,Female,0.0
92838,21.0,1.0,19.0,5.0,6.0,Female,0.0
101843,32.0,1.0,22.0,5.0,30.0,Female,0.0
70404,25.0,2.0,21.0,5.0,45.0,Female,0.0
56271,28.0,1.0,18.0,5.0,42.0,Female,0.0
46319,41.0,1.0,22.0,5.0,25.0,Female,0.0
12355,31.0,1.0,19.0,5.0,40.0,Female,0.0
22667,40.0,2.0,20.0,1.0,40.0,Female,0.0
11998,32.0,4.0,16.0,5.0,40.0,Female,0.0
73441,19.0,1.0,16.0,5.0,10.0,Female,0.0
34473,78.0,2.0,22.0,1.0,6.0,Female,0.0
49863,27.0,2.0,18.0,5.0,40.0,Female,0.0
99019,54.0,1.0,8.0,1.0,20.0,Female,0.0
91701,21.0,1.0,19.0,5.0,13.0,Female,0.0
28496,41.0,1.0,17.0,5.0,30.0,Female,0.0
34198,20.0,1.0,16.0,5.0,20.0,Female,0.0
34142,44.0,4.0,20.0,1.0,25.0,Female,0.0
4238,25.0,2.0,23.0,5.0,4.0,Female,0.0
93787,32.0,2.0,20.0,5.0,40.0,Female,0.0
69699,53.0,1.0,9.0,1.0,16.0,Female,0.0
58589,39.0,2.0,22.0,1.0,35.0,Female,0.0
55747,55.0,7.0,16.0,3.0,30.0,Female,0.0
84273,27.0,1.0,16.0,1.0,40.0,Female,0.0
101844,63.0,1.0,16.0,5.0,36.0,Female,0.0
46002,79.0,3.0,17.0,2.0,7.0,Female,0.0
5535,62.0,6.0,19.0,3.0,30.0,Female,0.0
48194,38.0,1.0,16.0,1.0,40.0,Female,0.0
48518,59.0,4.0,20.0,1.0,40.0,Female,0.0
48624,55.0,3.0,18.0,1.0,40.0,Female,0.0
32653,26.0,1.0,21.0,5.0,45.0,Female,0.0
35871,48.0,1.0,16.0,5.0,32.0,Female,0.0
89158,53.0,1.0,21.0,5.0,60.0,Female,0.0
21106,39.0,1.0,17.0,1.0,40.0,Female,0.0
63984,31.0,1.0,22.0,5.0,40.0,Female,0.0
90264,37.0,2.0,20.0,3.0,40.0,Female,0.0
79324,34.0,1.0,19.0,5.0,37.0,Female,0.0
49108,18.0,1.0,19.0,5.0,16.0,Female,0.0
366,23.0,1.0,21.0,5.0,25.0,Female,0.0
50956,25.0,2.0,21.0,5.0,40.0,Female,0.0
43280,22.0,1.0,16.0,5.0,32.0,Female,0.0
20492,56.0,1.0,1.0,1.0,25.0,Female,0.0
56459,29.0,1.0,22.0,5.0,16.0,Female,0.0
57798,30.0,1.0,19.0,5.0,40.0,Female,0.0
59879,53.0,1.0,14.0,3.0,25.0,Female,0.0
12836,67.0,1.0,16.0,1.0,20.0,Female,0.0
26792,52.0,1.0,19.0,1.0,25.0,Female,0.0
2255,21.0,2.0,19.0,5.0,25.0,Female,0.0
84252,58.0,1.0,19.0,1.0,40.0,Female,0.0
58,21.0,1.0,16.0,5.0,10.0,Female,0.0
35886,63.0,2.0,20.0,1.0,40.0,Female,0.0
75200,55.0,6.0,22.0,1.0,1.0,Female,0.0
82179,76.0,1.0,16.0,1.0,18.0,Female,0.0
46745,18.0,1.0,19.0,5.0,25.0,Female,0.0
24757,39.0,3.0,22.0,1.0,40.0,Female,0.0
12664,56.0,1.0,16.0,1.0,30.0,Female,0.0
81612,46.0,1.0,17.0,1.0,30.0,Female,0.0
35373,29.0,1.0,22.0,1.0,40.0,Female,0.0
80978,43.0,2.0,14.0,1.0,30.0,Female,0.0
82845,28.0,4.0,22.0,5.0,40.0,Female,0.0
62466,39.0,1.0,16.0,1.0,40.0,Female,0.0
57868,36.0,1.0,21.0,1.0,40.0,Female,0.0
73442,61.0,7.0,21.0,3.0,20.0,Female,0.0
46327,34.0,1.0,19.0,5.0,40.0,Female,0.0
4006,17.0,1.0,14.0,5.0,35.0,Female,0.0
95052,57.0,1.0,17.0,1.0,25.0,Female,0.0
41997,56.0,1.0,18.0,1.0,40.0,Female,0.0
38050,53.0,1.0,6.0,5.0,14.0,Female,0.0
60191,47.0,4.0,21.0,1.0,40.0,Female,0.0
78291,21.0,1.0,19.0,5.0,20.0,Female,0.0
10901,40.0,1.0,22.0,5.0,20.0,Female,0.0
42992,79.0,3.0,21.0,1.0,16.0,Female,0.0
31662,34.0,1.0,16.0,5.0,40.0,Female,0.0
6089,21.0,4.0,21.0,5.0,40.0,Female,0.0
5507,34.0,3.0,21.0,1.0,60.0,Female,0.0
8721,65.0,1.0,16.0,1.0,35.0,Female,0.0
46832,53.0,1.0,20.0,5.0,35.0,Female,0.0
35429,56.0,1.0,19.0,5.0,40.0,Female,0.0
11086,32.0,1.0,21.0,1.0,40.0,Female,0.0
17278,55.0,4.0,19.0,1.0,42.0,Female,0.0
82508,64.0,4.0,16.0,1.0,37.0,Female,0.0
27421,24.0,3.0,22.0,5.0,10.0,Female,0.0
79747,73.0,4.0,22.0,3.0,15.0,Female,0.0
12010,44.0,1.0,15.0,5.0,35.0,Female,0.0
3270,19.0,1.0,18.0,5.0,5.0,Female,0.0
5575,59.0,1.0,16.0,1.0,40.0,Female,0.0
100838,24.0,1.0,1.0,1.0,30.0,Female,0.0
84114,50.0,7.0,19.0,1.0,25.0,Female,0.0
34755,28.0,2.0,21.0,1.0,40.0,Female,0.0
28284,21.0,2.0,21.0,5.0,8.0,Female,0.0
93940,36.0,1.0,21.0,5.0,40.0,Female,0.0
14192,50.0,5.0,20.0,1.0,42.0,Female,0.0
3127,19.0,1.0,18.0,5.0,30.0,Female,0.0
17860,60.0,1.0,22.0,2.0,37.0,Female,0.0
91967,38.0,1.0,16.0,5.0,40.0,Female,0.0
74969,44.0,2.0,18.0,5.0,40.0,Female,0.0
80573,20.0,1.0,19.0,5.0,15.0,Female,0.0
6449,50.0,1.0,21.0,1.0,45.0,Female,0.0
69726,51.0,1.0,21.0,1.0,35.0,Female,0.0
40672,58.0,1.0,20.0,2.0,40.0,Female,0.0
45593,53.0,1.0,15.0,1.0,40.0,Female,0.0
43459,37.0,2.0,16.0,1.0,15.0,Female,0.0
11907,32.0,1.0,20.0,5.0,40.0,Female,0.0
31,20.0,1.0,19.0,5.0,17.0,Female,0.0
24115,46.0,1.0,21.0,1.0,40.0,Female,0.0
89348,63.0,1.0,9.0,2.0,35.0,Female,0.0
11997,32.0,1.0,19.0,5.0,40.0,Female,0.0
60779,29.0,2.0,19.0,1.0,45.0,Female,0.0
91977,35.0,1.0,16.0,5.0,32.0,Female,0.0
102749,28.0,4.0,21.0,5.0,20.0,Female,0.0
79998,55.0,1.0,16.0,1.0,46.0,Female,0.0
22476,17.0,1.0,13.0,5.0,10.0,Female,0.0
10122,36.0,1.0,21.0,5.0,40.0,Female,0.0
59498,60.0,1.0,15.0,1.0,30.0,Female,0.0
3612,18.0,2.0,19.0,5.0,15.0,Female,0.0
39719,63.0,1.0,19.0,1.0,40.0,Female,0.0
63817,34.0,2.0,20.0,1.0,40.0,Female,0.0
102897,38.0,1.0,18.0,5.0,30.0,Female,0.0
92839,38.0,2.0,16.0,1.0,40.0,Female,0.0
96810,23.0,1.0,21.0,5.0,40.0,Female,0.0
85005,57.0,8.0,20.0,3.0,30.0,Female,0.0
11218,53.0,1.0,18.0,3.0,50.0,Female,0.0
24742,30.0,1.0,22.0,1.0,40.0,Female,0.0
19804,42.0,1.0,15.0,1.0,40.0,Female,0.0
76566,57.0,3.0,20.0,1.0,37.0,Female,0.0
28585,66.0,7.0,21.0,2.0,20.0,Female,0.0
51907,52.0,1.0,19.0,1.0,40.0,Female,0.0
90218,38.0,1.0,18.0,1.0,38.0,Female,0.0
4193,47.0,1.0,15.0,5.0,40.0,Female,0.0
12599,53.0,1.0,18.0,1.0,40.0,Female,0.0
20129,57.0,7.0,16.0,1.0,10.0,Female,0.0
26759,57.0,3.0,20.0,1.0,35.0,Female,0.0
