AGEP,COW,SCHL,MAR,WKHP,SEX,INCOME
56,4,11,2,55,0,1
45,4,12,0,45,0,0
48,1,9,0,58,0,1
40,4,15,2,40,0,0
39,5,9,2,50,0,1
20,4,15,4,40,0,0
50,4,10,2,65,0,1
38,7,11,2,40,1,1
23,2,9,4,60,1,0
31,4,11,4,16,0,0
58,4,9,2,40,0,0
66,4,11,5,40,0,0
39,5,11,2,40,0,1
54,6,11,2,52,0,1
26,4,15,2,50,0,0
51,4,11,0,40,1,0
34,4,8,4,40,0,0
50,4,11,2,40,0,1
42,4,15,2,44,0,1
38,4,12,2,25,0,0
48,4,5,2,40,0,0
33,4,8,2,40,1,1
51,4,11,6,32,1,0
22,4,11,0,40,0,0
19,0,11,4,30,0,0
41,4,15,4,50,0,0
48,2,12,2,35,0,1
42,4,11,5,30,1,0
34,4,15,2,40,0,0
23,4,11,4,40,1,0
56,4,11,2,50,0,0
30,4,9,4,45,0,0
45,4,11,2,55,0,1
48,4,0,2,40,1,0
48,5,12,3,50,0,0
31,4,8,4,40,1,0
20,7,7,4,20,0,0
27,4,15,4,40,0,0
32,4,11,4,40,1,0
76,0,5,6,2,0,0
19,0,11,4,40,0,0
66,5,6,2,1,0,0
37,4,11,4,75,0,0
34,4,11,0,30,1,0
34,0,1,2,8,1,0
90,4,11,4,40,1,0
23,4,15,4,40,1,0
43,4,15,0,40,1,0
44,4,9,2,60,0,1
24,4,15,4,37,1,0
28,4,14,0,55,0,0
64,0,7,4,20,1,0
23,4,15,2,40,0,0
20,4,15,4,50,1,0
36,4,9,2,50,0,1
61,4,11,2,40,0,0
53,6,9,2,40,0,1
30,4,9,2,40,0,1
52,6,15,2,55,0,1
38,4,15,0,40,0,0
32,4,9,2,40,0,0
30,6,2,2,75,0,0
41,4,8,0,40,1,0
49,2,12,2,40,0,1
45,4,11,2,47,0,1
43,6,11,2,35,0,0
61,4,11,2,40,0,0
54,4,11,2,32,0,0
34,4,7,5,40,1,0
49,4,15,2,80,0,1
38,4,15,4,40,0,0
35,4,14,2,80,0,1
36,4,2,2,40,0,0
30,4,9,2,50,0,0
36,4,7,0,60,1,0
22,2,9,4,20,1,0
38,4,11,2,40,0,1
37,4,11,2,50,0,1
48,7,10,2,46,1,1
17,4,1,4,15,0,0
19,6,15,4,20,0,0
27,4,9,4,40,1,0
22,4,9,4,50,0,0
49,4,11,2,40,0,0
43,7,8,2,40,1,1
43,4,9,5,40,1,0
19,2,11,0,35,1,0
58,6,11,2,60,0,0
41,2,15,2,40,0,1
31,4,15,2,40,0,0
30,4,8,2,40,0,0
32,4,11,2,40,0,0
29,4,9,4,35,0,0
42,4,15,2,52,0,1
38,4,11,0,28,0,0
41,1,7,2,40,0,1
44,6,9,4,50,0,1
31,4,10,3,60,0,0
34,4,11,0,40,0,0
21,4,15,4,40,0,0
22,6,9,4,20,0,0
62,4,0,2,40,0,0
19,0,11,4,40,1,0
29,5,11,2,25,1,1
43,4,15,0,40,1,0
68,0,5,2,8,0,0
45,5,9,2,60,0,1
39,5,6,2,40,0,0
41,4,9,2,50,0,0
34,6,7,2,25,1,1
34,2,11,0,33,1,0
31,4,9,4,47,0,0
29,4,11,4,25,0,0
41,4,9,2,40,0,1
41,4,8,2,55,0,0
35,5,12,2,45,0,1
33,4,9,2,45,1,1
37,7,9,4,38,0,0
69,4,11,2,40,1,0
34,4,11,0,40,1,0
60,5,8,2,70,0,1
36,4,15,2,40,0,0
41,4,11,2,50,0,0
58,2,9,2,40,1,1
53,4,9,2,40,0,0
29,4,15,2,40,0,0
45,1,11,0,40,1,0
34,7,15,2,38,0,0
36,4,9,2,40,0,0
48,4,15,0,35,1,0
20,4,8,4,40,1,0
35,4,11,2,50,0,1
63,1,11,6,40,0,0
41,6,15,0,45,0,0
28,4,9,2,45,0,0
30,4,15,4,40,1,0
34,0,11,0,40,1,0
31,4,11,4,40,1,0
37,4,8,4,38,1,0
42,0,15,0,40,0,0
31,4,15,2,50,0,1
46,6,12,2,45,0,1
35,1,11,2,60,0,1
27,4,11,2,53,0,0
41,4,3,2,35,0,0
19,4,15,4,20,1,0
20,4,15,4,45,0,0
59,1,11,6,40,1,0
40,4,9,4,37,0,0
56,6,15,2,60,0,0
33,4,12,2,44,0,1
30,5,15,4,60,1,0
46,4,11,2,50,0,0
61,5,11,2,35,0,1
50,5,11,2,40,0,1
25,4,11,4,30,0,0
40,4,15,0,39,1,0
24,0,15,4,40,0,0
51,4,11,2,54,0,0
43,7,11,2,40,0,0
34,4,15,2,54,0,0
46,4,11,2,45,0,1
28,7,12,2,50,1,1
26,4,9,4,40,0,0
20,4,11,4,28,0,0
44,4,8,2,40,0,0
51,4,11,6,40,0,0
33,4,9,2,60,0,1
54,4,7,2,40,0,1
50,4,9,2,40,1,1
33,4,11,0,40,1,0
65,4,9,2,20,0,1
22,0,15,4,8,1,0
88,6,14,2,40,0,0
40,4,11,0,40,0,0
51,4,11,0,43,1,0
50,4,1,0,40,1,0
25,4,12,2,99,0,1
20,4,8,4,30,0,0
47,4,11,2,40,0,0
58,0,15,2,40,0,1
22,4,8,4,30,1,0
50,7,11,2,48,0,1
47,4,11,4,40,1,0
24,2,1,4,45,0,0
50,0,11,2,40,0,1
40,4,9,0,45,1,1
36,4,9,2,40,0,0
32,4,11,2,40,0,0
44,4,11,2,40,0,0
51,0,12,2,40,0,0
59,1,15,4,40,1,0
65,4,11,2,30,0,0
24,7,9,4,65,1,0
27,2,9,4,35,0,0
51,4,8,0,40,0,0
48,4,15,2,40,0,1
39,4,11,2,60,0,0
28,4,9,2,40,0,0
19,4,15,4,25,1,0
49,2,9,0,40,1,0
51,2,7,2,60,0,0
59,4,12,2,55,0,0
18,4,11,4,40,1,0
50,4,11,2,40,0,0
45,1,11,2,80,0,1
30,2,9,2,50,0,1
37,4,9,0,35,0,0
44,4,9,4,40,0,1
33,4,15,2,40,0,0
61,5,12,2,40,0,1
61,2,11,2,40,0,0
38,4,9,2,42,0,1
22,0,15,4,30,0,0
36,4,11,2,45,0,0
44,5,15,2,60,0,1
37,4,15,5,62,0,0
31,4,15,0,20,1,0
54,4,10,2,45,0,1
20,4,15,4,16,0,0
63,0,9,6,40,1,1
48,6,15,2,40,0,1
33,0,11,0,41,1,0
31,4,9,0,45,0,0
38,4,14,2,40,0,1
45,6,11,2,40,0,1
48,4,11,2,40,0,0
53,4,15,2,40,0,0
55,4,11,6,40,1,0
38,4,12,2,72,0,1
29,4,11,4,40,1,0
36,4,9,2,60,0,1
42,6,15,2,60,0,0
50,4,11,0,40,1,0
75,6,14,2,35,0,0
46,4,9,2,40,0,1
52,1,11,0,40,1,0
27,4,9,4,40,1,0
43,4,11,2,45,0,0
31,4,1,5,42,1,0
23,4,15,4,30,1,0
34,4,11,4,24,1,0
41,6,11,2,40,1,0
31,4,11,4,30,1,0
42,4,15,4,40,1,0
35,4,12,4,45,0,1
55,4,11,5,25,1,0
36,7,11,6,40,1,0
65,6,11,2,59,0,1
38,2,15,4,12,0,0
62,4,15,6,20,1,0
54,5,14,2,60,0,1
49,4,11,0,40,0,0
34,4,11,2,40,1,0
32,4,11,4,40,1,0
51,5,12,2,50,0,1
48,6,15,2,60,0,0
30,4,11,2,40,0,0
52,1,11,0,43,1,0
28,6,15,4,40,0,0
29,4,11,2,40,0,0
38,4,9,4,50,1,0
57,4,11,2,50,0,1
43,1,9,2,40,0,1
37,7,15,5,40,0,0
30,4,11,2,40,0,0
53,4,11,2,48,0,1
69,0,8,6,1,1,0
73,4,11,6,37,1,0
22,5,15,4,35,0,0
31,4,11,4,45,1,0
38,4,9,2,40,0,1
50,6,15,2,35,0,0
37,4,15,2,37,0,0
44,2,9,0,40,0,0
47,4,9,4,45,1,0
27,4,15,2,40,0,0
28,4,7,4,80,1,0
25,4,11,4,40,1,0
20,4,15,4,40,1,0
51,2,9,2,40,0,1
46,4,9,2,40,0,1
67,4,9,2,7,0,1
47,4,11,2,35,0,0
42,4,11,2,40,0,0
52,4,11,4,50,0,0
42,1,7,0,40,1,1
65,0,11,2,40,0,1
21,4,15,4,10,0,0
50,4,11,2,40,1,1
46,4,15,2,40,0,0
47,6,9,2,50,0,1
57,4,0,2,40,0,0
37,4,9,4,45,0,0
50,4,11,2,40,0,0
58,0,2,2,40,0,0
63,6,3,6,30,1,0
39,4,11,2,65,0,0
46,4,12,2,35,0,0
36,4,11,2,40,0,0
26,4,4,2,50,0,0
21,4,15,4,57,0,0
41,4,7,2,40,0,0
44,2,15,4,40,0,0
22,4,11,2,40,0,0
29,1,15,4,60,0,0
29,4,11,4,40,1,0
58,5,15,2,40,1,1
36,6,14,2,50,0,0
30,4,8,2,48,0,0
37,4,9,2,43,0,1
29,4,8,4,40,0,0
26,4,4,4,40,1,0
43,4,11,2,45,0,0
49,4,11,2,40,1,1
45,1,9,2,40,0,0
28,4,9,4,40,1,0
20,0,15,4,25,1,0
51,4,11,0,40,1,0
32,4,15,2,50,0,1
24,4,11,4,40,1,0
35,4,10,2,40,0,1
35,0,7,4,55,0,0
41,7,9,2,40,0,1
48,4,9,2,45,0,1
61,2,11,6,35,1,0
20,4,15,4,30,0,0
27,4,11,4,50,0,1
55,4,15,2,24,0,1
39,4,11,2,40,0,1
17,0,0,4,20,0,0
47,4,11,2,40,0,0
52,4,11,6,40,1,1
24,4,11,4,20,1,0
29,4,1,4,40,1,0
25,4,11,4,40,0,0
20,4,15,4,40,1,0
23,4,11,4,35,0,0
57,4,14,2,60,0,0
51,4,8,2,40,0,1
33,4,15,4,16,1,0
39,4,9,4,40,0,0
40,4,11,2,40,0,1
71,4,9,0,16,1,0
38,7,15,2,40,0,0
28,7,14,4,40,0,0
57,4,12,3,40,1,0
47,4,15,0,40,0,0
59,7,11,4,40,0,0
26,4,11,4,40,0,0
35,4,9,4,40,1,0
61,5,9,2,50,0,1
17,0,1,4,30,1,0
36,4,9,2,60,0,1
62,0,5,2,50,0,0
34,4,15,4,50,0,1
32,5,9,2,50,0,1
42,4,11,5,40,1,0
39,4,15,2,40,0,0
58,4,4,0,40,0,0
61,6,11,2,60,0,1
40,4,0,4,55,0,0
31,4,9,4,37,0,0
36,4,11,4,50,0,0
23,4,15,4,40,0,0
33,4,11,4,41,0,0
52,4,11,2,40,0,1
22,4,11,4,24,1,0
51,4,15,0,40,1,0
31,1,8,4,40,1,0
49,5,11,0,40,1,0
49,4,11,2,40,1,0
53,1,15,6,40,1,0
52,4,11,2,40,0,1
20,4,0,4,40,0,0
26,4,7,4,40,0,0
61,0,11,2,6,0,0
43,4,12,4,30,1,0
46,5,9,2,52,0,0
43,2,8,4,35,1,0
41,4,11,0,40,1,0
44,6,11,2,55,0,0
54,4,11,2,40,0,0
65,4,12,2,40,0,1
32,4,9,0,40,1,0
25,4,15,5,40,0,0
23,4,9,4,50,0,0
25,2,9,4,45,0,0
19,4,15,4,50,0,0
37,6,11,2,60,0,0
45,4,15,4,45,0,0
37,4,11,4,44,0,0
40,6,15,0,70,0,1
19,0,15,4,40,0,0
17,4,1,4,5,0,0
27,4,9,4,40,1,0
40,2,5,2,40,0,1
59,4,11,0,30,1,0
19,1,11,4,40,1,0
43,4,0,4,40,0,0
42,4,0,4,40,0,1
54,4,11,2,40,0,0
54,6,12,2,50,0,0
51,4,0,2,45,0,0
50,4,11,2,60,0,1
40,4,11,4,40,1,0
55,4,7,2,25,0,0
50,4,11,0,40,1,0
31,4,11,2,50,0,0
42,0,11,0,32,1,0
24,4,11,2,45,0,1
30,4,1,0,40,0,0
39,2,7,2,50,1,1
37,4,11,0,50,0,0
33,4,11,2,40,0,0
48,4,11,6,40,1,0
43,5,11,2,78,0,0
39,4,9,2,40,0,1
53,4,15,2,45,0,1
52,6,0,2,60,0,0
28,7,15,2,20,0,0
32,4,11,4,52,0,0
31,4,9,2,90,0,1
31,4,9,2,40,1,1
47,4,15,4,40,1,0
19,0,15,4,50,0,0
40,4,8,2,40,0,0
40,4,7,4,45,1,0
41,4,1,0,40,0,0
53,1,11,2,40,0,0
46,4,1,0,43,0,0
45,5,9,2,35,0,1
39,4,6,2,34,1,0
19,4,11,4,40,0,0
57,4,11,2,40,0,1
49,4,8,2,40,1,0
59,4,11,0,40,1,0
32,4,8,0,50,0,1
18,0,15,4,15,1,0
35,7,15,4,40,0,0
58,5,0,2,40,1,0
28,4,9,4,43,0,0
36,1,7,2,40,1,1
41,6,12,0,35,1,0
47,4,11,2,40,0,1
50,5,11,2,60,0,0
61,0,11,2,16,0,0
36,4,11,2,50,0,1
38,4,8,0,40,0,0
56,6,11,2,60,0,1
50,4,8,2,45,0,0
45,6,15,2,40,0,0
44,6,11,2,66,0,0
51,4,15,2,45,0,1
44,5,15,2,50,0,1
25,4,11,0,50,0,0
60,4,1,6,40,0,0
17,0,0,4,30,0,0
49,5,12,2,50,0,1
46,4,11,2,60,0,1
56,4,11,6,38,1,0
25,4,11,0,45,0,0
22,4,15,4,40,0,0
76,0,11,6,2,1,0
41,5,14,2,60,0,1
48,5,11,2,40,0,1
46,4,0,4,40,0,0
30,4,15,4,40,0,1
39,4,11,2,40,0,1
40,4,0,0,40,0,0
70,1,11,2,40,0,0
35,4,15,2,45,0,0
49,4,12,0,75,1,0
24,4,8,4,60,0,0
40,4,7,2,36,0,1
61,4,14,2,5,0,1
25,4,9,4,40,0,0
28,2,9,4,40,1,0
69,7,12,2,11,0,0
22,4,15,4,36,1,0
47,4,11,2,38,0,0
38,4,11,0,48,1,0
26,4,8,4,40,1,0
17,4,1,4,24,1,0
33,6,15,4,35,0,0
43,6,11,3,40,0,0
58,4,8,2,40,0,1
53,5,11,2,40,0,1
26,4,11,4,25,0,0
43,2,9,2,40,0,1
31,4,0,2,40,0,0
30,4,11,4,42,0,0
25,4,11,4,25,1,0
57,1,11,0,40,1,0
37,4,12,0,60,0,1
32,4,15,2,48,0,0
26,4,11,0,41,1,0
45,4,11,2,40,0,1
53,7,11,2,35,0,1
27,4,11,4,40,0,0
28,5,1,2,50,0,1
32,4,1,0,43,0,1
35,4,9,0,65,1,0
36,6,15,2,55,0,1
19,4,15,4,40,0,0
37,5,9,2,80,0,1
49,4,15,0,45,0,0
20,4,15,4,45,0,0
64,5,9,2,55,0,1
60,0,12,2,40,0,0
32,4,7,2,42,0,0
58,7,11,2,40,0,0
42,4,11,2,50,0,0
20,4,15,4,14,1,0
42,7,15,2,40,0,0
25,4,15,3,40,0,0
30,6,8,2,65,0,1
37,5,9,2,35,0,1
66,6,8,2,50,0,0
59,5,9,2,40,0,1
44,4,9,0,40,0,0
46,4,11,2,58,0,1
59,4,9,2,30,1,0
25,4,9,4,40,0,0
17,2,6,4,9,0,0
47,2,9,2,40,0,0
47,7,6,0,40,1,0
30,4,15,0,40,1,0
20,4,15,4,40,1,0
26,2,9,4,55,0,0
20,4,15,4,15,0,0
33,4,11,0,40,0,0
48,4,11,2,40,0,0
52,4,9,2,50,0,1
37,4,11,0,12,1,0
47,4,11,2,40,0,0
40,4,0,2,40,0,1
48,4,12,0,40,1,1
49,4,0,2,42,0,1
50,4,15,0,40,1,0
30,4,7,4,40,1,0
34,4,15,2,40,0,0
43,4,11,2,40,0,0
22,4,0,2,40,1,0
35,4,11,5,40,0,0
26,7,11,0,30,1,0
62,4,14,2,70,0,0
39,2,11,5,40,0,0
59,2,15,2,40,0,0
69,0,4,0,40,0,0
27,4,9,2,40,0,0
17,4,0,4,30,0,0
38,4,9,2,40,0,0
41,4,15,2,50,0,1
27,4,0,4,40,1,0
23,4,11,4,40,1,0
17,4,0,4,24,0,0
56,4,5,0,40,1,0
24,4,15,4,40,1,0
62,4,10,2,40,0,1
44,4,2,0,40,0,0
23,4,9,4,30,0,0
41,6,11,4,50,0,0
25,4,11,4,65,0,0
21,4,15,4,8,1,0
18,4,2,4,6,0,0
45,4,15,2,40,0,0
75,0,9,6,16,1,1
51,4,5,2,40,0,0
42,1,11,5,40,1,0
47,4,15,4,35,1,0
29,4,15,2,40,0,0
33,4,1,4,40,0,0
43,2,9,2,40,0,0
20,0,15,4,16,0,0
19,0,9,4,40,1,0
44,4,7,2,40,0,1
24,4,15,4,30,0,0
19,4,15,4,40,0,0
49,0,0,5,40,0,0
52,4,8,2,40,0,0
38,6,11,4,52,0,0
24,7,15,4,50,0,0
32,2,9,4,50,0,0
72,0,11,6,8,1,0
26,4,11,2,50,0,1
31,4,9,4,40,0,0
29,4,9,2,50,0,0
39,4,11,0,40,0,1
48,6,11,2,50,0,0
40,4,15,2,45,0,1
51,4,15,0,45,0,0
28,6,11,0,40,0,0
22,4,11,4,20,1,0
23,4,9,4,40,1,0
65,4,15,2,16,0,0
26,2,9,2,40,0,0
20,0,15,4,50,0,0
55,4,12,2,50,0,1
38,6,9,2,10,0,0
33,4,11,4,60,0,1
33,2,11,2,60,1,0
37,4,9,4,40,1,0
19,4,1,4,60,0,0
24,4,9,4,50,0,0
30,4,1,2,45,0,0
57,7,11,0,50,1,0
22,7,15,4,20,1,0
57,4,11,2,40,0,1
46,7,11,2,40,0,0
67,4,11,2,35,0,0
35,0,11,4,40,1,0
47,4,11,5,40,0,0
39,4,0,2,40,0,0
50,4,15,0,40,0,0
58,6,2,0,52,1,0
36,4,7,2,30,1,1
45,4,12,2,36,0,1
54,4,11,2,40,0,1
26,4,9,4,30,0,0
60,4,11,2,40,0,1
46,4,14,2,60,0,1
26,4,15,2,35,1,0
32,4,1,4,40,0,0
38,2,11,2,40,0,0
48,6,15,2,70,0,1
44,6,11,2,45,0,1
37,4,11,4,40,1,0
44,4,15,2,40,0,0
31,4,11,4,35,1,0
61,6,14,2,35,0,1
51,4,11,2,40,0,0
52,4,9,2,60,1,1
45,4,11,2,40,1,0
36,0,7,2,21,1,0
39,4,1,2,70,0,0
67,2,11,0,24,1,0
40,7,7,2,40,0,1
27,4,4,4,35,0,0
37,4,3,2,40,0,0
57,4,15,2,50,0,1
27,4,0,0,40,1,0
28,4,11,4,48,1,0
34,5,9,2,60,0,1
54,4,11,2,50,0,1
52,4,11,0,38,1,0
42,4,9,2,45,0,1
48,4,12,2,40,0,1
65,7,12,2,35,0,1
55,6,14,2,10,1,0
71,5,11,2,20,1,1
33,4,15,2,40,0,0
30,4,11,2,40,0,0
35,4,9,2,55,0,1
59,4,0,0,40,1,0
19,4,15,4,20,0,0
36,6,6,2,30,0,0
26,6,11,4,40,0,0
34,2,11,2,40,0,0
41,4,11,2,40,0,1
44,4,9,2,50,0,1
26,0,11,5,40,1,0
47,4,11,2,48,0,0
18,4,15,4,16,0,0
55,6,0,2,18,0,0
49,2,11,2,40,0,0
44,4,9,2,40,0,1
43,4,9,4,40,0,0
62,4,5,2,40,0,0
44,4,11,2,40,0,0
39,0,11,0,40,1,0
50,5,15,2,60,0,1
35,4,1,4,45,0,0
52,4,11,2,40,0,0
46,4,14,2,60,0,1
44,4,7,2,40,0,1
43,4,15,4,50,0,0
51,4,5,2,40,0,0
20,4,15,4,20,0,0
47,4,7,2,40,1,1
43,4,12,0,50,0,0
64,0,11,2,40,0,1
24,4,15,4,40,0,0
27,1,15,2,50,0,0
32,4,11,2,40,0,0
37,4,11,0,12,1,0
26,4,11,2,60,0,0
43,4,9,2,60,0,1
50,4,11,2,40,1,0
20,6,11,4,80,0,0
37,4,11,2,45,0,1
43,4,11,4,45,1,0
37,4,11,2,50,0,1
53,4,6,0,36,1,0
44,4,10,2,40,0,1
25,4,11,4,40,1,0
17,4,1,4,20,1,0
19,4,11,4,50,0,0
53,7,11,2,40,1,1
44,4,15,2,50,0,0
51,4,11,2,40,0,1
49,4,11,2,43,1,0
35,4,15,2,40,0,0
44,4,11,0,45,0,0
54,4,12,2,60,0,0
37,4,15,0,35,1,0
18,4,15,4,15,1,0
24,4,15,2,40,0,0
29,4,11,0,50,1,0
22,0,15,0,35,1,0
35,4,11,4,40,0,0
56,4,11,2,48,0,1
32,0,5,6,40,1,0
24,4,9,4,45,0,0
43,4,12,2,40,0,1
73,4,11,6,15,1,0
47,1,15,2,40,0,0
49,4,2,2,39,0,0
38,4,9,2,40,0,1
31,4,11,2,40,0,0
39,4,15,0,40,1,0
42,4,9,0,40,1,0
41,4,12,2,45,0,1
35,4,9,2,45,0,1
38,4,11,2,45,0,0
31,4,11,0,40,1,0
51,2,11,2,70,0,0
38,4,9,0,48,0,1
40,2,15,2,42,0,1
21,4,11,4,30,1,0
44,4,15,0,40,0,0
55,4,11,2,40,0,1
29,4,11,0,45,0,0
49,4,12,2,50,1,1
31,4,8,2,42,0,0
24,4,12,4,90,0,0
46,4,15,4,40,0,0
26,4,11,4,40,0,0
35,4,9,4,38,0,0
27,4,8,4,50,0,0
64,6,9,2,35,0,1
26,4,9,4,40,0,0
21,4,11,4,16,1,0
45,4,9,0,45,0,1
57,2,11,2,72,0,0
30,4,9,2,40,0,1
45,4,1,2,32,1,0
50,4,5,0,30,1,0
38,4,9,4,40,1,0
43,6,15,2,60,0,0
42,4,15,6,55,1,0
32,4,9,4,40,0,0
20,4,11,4,40,1,0
27,4,11,4,35,1,0
45,4,1,6,40,1,0
40,4,11,4,40,1,0
38,4,11,0,60,0,0
37,4,11,0,40,1,0
60,4,0,0,40,1,0
53,6,11,2,45,0,1
25,4,9,2,40,1,0
47,6,9,0,60,0,0
40,6,11,4,70,0,0
51,0,11,2,40,0,0
19,4,15,4,10,1,0
42,4,15,2,50,1,1
65,0,11,2,40,0,0
41,4,9,0,40,1,0
28,4,0,4,45,0,0
46,4,12,0,50,1,1
49,4,9,2,20,1,1
24,4,11,4,40,0,0
32,4,1,2,40,0,0
71,4,11,2,20,0,0
26,4,15,2,40,0,1
29,4,11,3,40,0,0
50,4,15,2,50,0,1
51,4,8,2,50,0,1
17,0,0,4,20,1,0
49,4,11,2,40,1,1
31,4,0,2,40,0,0
23,4,1,2,40,0,0
59,2,11,6,40,0,0
17,0,0,4,30,0,0
43,4,15,2,40,0,1
38,4,9,2,40,0,1
37,4,11,2,40,0,0
29,4,0,4,40,0,0
39,4,9,2,50,0,1
31,4,7,4,38,0,0
42,2,9,3,45,1,1
35,2,12,2,35,1,1
39,4,12,2,40,0,1
40,4,7,0,40,1,0
66,4,4,3,40,1,0
30,1,6,2,40,0,0
43,4,7,0,40,0,0
47,4,6,4,50,1,0
45,4,12,4,40,1,0
31,4,15,2,40,0,0
33,4,11,2,40,0,1
32,4,9,4,40,0,0
28,4,7,2,40,0,0
50,1,11,2,40,0,1
63,4,5,0,40,1,0
28,4,9,2,40,0,0
38,4,15,6,40,1,0
52,4,11,0,38,1,0
38,5,14,2,40,0,1
41,4,11,4,40,0,0
50,7,12,4,38,0,0
59,4,1,2,40,0,0
32,4,11,2,49,0,0
73,2,5,2,10,0,0
52,5,11,0,38,0,0
57,4,11,2,60,0,0
35,4,8,2,50,0,1
51,4,9,2,56,0,1
22,4,1,6,35,1,0
49,4,11,2,40,0,1
22,4,11,4,40,0,0
46,2,11,2,40,0,0
48,4,11,0,40,1,0
52,4,11,2,40,0,0
43,7,9,2,50,0,1
25,4,5,2,40,0,0
31,4,5,4,40,0,0
19,4,15,4,36,0,0
19,0,15,4,45,0,0
51,4,11,2,84,0,1
51,4,9,0,40,0,1
22,6,11,4,40,1,1
37,2,11,0,35,1,0
19,4,15,4,30,1,0
45,4,11,0,55,1,0
21,7,15,4,10,0,0
52,4,11,6,40,1,0
46,2,15,2,24,0,0
42,7,12,0,38,1,0
56,4,11,4,40,0,0
23,4,11,4,40,1,0
58,4,12,2,40,0,0
70,4,11,2,30,0,0
30,4,15,0,40,0,0
45,4,9,2,40,0,0
23,4,15,4,44,0,0
34,2,15,2,40,0,0
38,4,9,2,40,1,0
24,4,8,2,40,0,0
53,4,5,4,40,0,0
45,1,11,4,40,0,0
21,0,15,4,40,1,0
21,4,15,4,40,1,0
34,4,9,4,40,1,0
32,5,11,2,45,0,1
21,4,11,2,40,0,0
63,0,12,2,30,0,0
23,4,6,4,36,0,0
28,4,9,0,50,0,0
29,6,11,4,45,0,0
25,2,9,4,40,1,0
44,7,12,4,60,1,0
18,4,11,4,8,1,0
26,4,11,4,24,0,0
47,2,7,2,35,1,1
23,4,11,0,40,0,0
46,4,15,2,40,0,0
61,2,9,2,50,0,1
25,4,11,4,40,0,0
38,2,11,2,54,0,1
60,0,9,3,15,1,0
23,4,15,4,20,0,0
36,1,11,0,48,1,0
46,4,6,0,25,0,0
32,6,9,2,45,0,1
40,4,0,2,40,0,0
31,4,11,4,40,0,0
31,4,15,2,65,0,1
32,7,9,4,37,0,0
21,4,15,4,10,0,0
63,4,15,2,40,0,1
44,4,15,5,45,0,1
42,6,9,2,60,0,0
23,0,9,4,35,0,0
30,4,15,0,45,1,0
24,4,11,4,40,0,0
42,4,9,2,40,0,1
44,6,11,2,40,1,1
27,1,9,4,48,0,0
27,2,15,4,40,0,0
22,4,11,4,45,1,0
68,4,11,4,40,1,0
55,6,15,2,99,0,1
22,6,11,4,40,0,0
25,4,15,2,15,1,0
68,6,11,2,45,0,0
62,4,15,6,16,1,0
26,4,11,0,40,0,0
34,4,12,2,55,0,1
68,4,15,6,40,0,0
42,2,9,5,45,0,1
45,4,9,2,55,0,0
26,4,1,4,40,0,0
25,4,11,2,45,0,0
23,4,9,4,50,0,0
29,4,15,4,40,0,0
65,8,5,6,50,1,0
31,4,11,4,50,0,0
26,4,11,4,40,1,0
39,4,15,2,50,0,1
44,4,11,2,40,0,1
45,2,12,0,45,1,0
26,6,12,4,50,1,0
26,4,0,2,35,0,0
36,4,6,2,50,0,0
38,4,1,2,45,0,0
39,4,11,4,48,0,0
52,5,14,2,40,0,0
39,4,3,2,45,0,0
41,6,15,0,40,0,0
42,2,12,2,60,0,1
47,4,9,2,70,0,0
28,2,8,2,46,0,0
25,2,9,4,35,0,0
35,4,9,4,40,1,0
32,4,11,5,40,1,0
38,4,12,2,40,0,1
44,4,15,2,18,0,1
21,0,15,4,40,1,0
27,4,9,4,40,1,0
30,4,9,4,55,0,1
30,4,9,4,48,0,0
45,4,11,2,45,0,0
20,4,11,4,40,0,0
57,4,12,4,80,0,0
43,4,15,0,48,0,0
50,0,1,2,40,1,0
28,4,5,2,48,1,0
25,4,11,2,48,1,1
25,4,11,2,40,0,0
90,4,9,2,45,0,0
38,2,9,5,40,0,0
35,4,9,3,40,1,0
50,7,9,2,40,0,1
26,2,11,4,40,1,0
39,4,15,2,45,0,0
56,4,0,2,40,0,0
24,2,11,0,40,1,0
46,4,11,2,40,1,1
18,2,1,4,25,1,0
37,4,12,2,60,0,1
57,4,12,0,40,1,0
43,7,11,4,40,1,0
29,7,9,2,25,0,0
40,4,12,2,40,0,1
44,6,9,2,40,0,0
77,2,11,2,6,0,0
30,4,9,4,40,0,0
21,4,11,2,40,0,0
66,4,0,2,40,0,0
40,4,1,4,35,0,0
68,4,11,2,40,0,0
64,4,11,6,38,1,0
26,4,9,4,50,1,0
32,4,15,2,40,0,1
32,4,11,4,38,0,0
51,2,12,2,40,0,1
50,4,12,2,45,0,1
49,4,9,2,50,0,1
28,4,9,4,20,0,0
29,4,11,0,36,1,0
21,4,15,4,30,0,0
28,4,11,4,40,1,0
55,4,0,2,40,0,0
45,6,11,2,50,0,1
35,4,15,4,40,0,0
31,0,1,5,40,0,0
26,4,12,4,40,0,1
30,4,11,2,55,0,0
33,4,11,2,20,0,0
40,4,9,3,40,0,1
23,4,9,4,40,0,0
35,4,15,4,40,1,0
48,6,1,2,50,0,1
39,2,0,0,40,0,0
53,2,14,0,50,1,0
49,1,11,2,40,0,1
31,4,9,4,40,1,0
36,4,11,2,40,0,1
60,5,15,2,50,0,1
29,4,11,4,48,0,0
54,5,15,2,45,0,1
28,0,7,1,3,1,0
34,4,11,2,50,0,0
30,4,15,4,35,1,0
19,4,11,4,45,1,0
26,4,11,4,40,0,0
